,GameID,TeamAbbreviation
897,60574,C9A
898,60574,C9A
899,60574,C9A
900,60575,Akre
901,60575,Akre
902,60575,Akre
903,60575,Akre
904,60575,Akre
905,60575,C9A
906,60575,C9A
907,60575,C9A
908,60575,C9A
909,60575,C9A
910,60580,RAD
911,60580,RAD
912,60580,RAD
913,60580,RAD
914,60580,RAD
915,60580,VRT
916,60580,VRT
917,60580,VRT
918,60580,VRT
919,60580,VRT
920,60581,RAD
921,60581,RAD
922,60581,RAD
923,60581,RAD
924,60581,RAD
925,60581,VRT
926,60581,VRT
927,60581,VRT
928,60581,VRT
929,60581,VRT
930,60582,RAD
931,60582,RAD
932,60582,RAD
933,60582,RAD
934,60582,RAD
935,60582,VRT
936,60582,VRT
937,60582,VRT
938,60582,VRT
939,60582,VRT
940,60562,RAD
941,60562,RAD
942,60562,RAD
943,60562,RAD
944,60562,RAD
945,60562,ex-L
946,60562,ex-L
947,60562,ex-L
948,60562,ex-L
949,60562,ex-L
950,60563,RAD
951,60563,RAD
952,60563,RAD
953,60563,RAD
954,60563,RAD
955,60563,ex-L
956,60563,ex-L
957,60563,ex-L
958,60563,ex-L
959,60563,ex-L
960,60644,VRT
961,60644,VRT
962,60644,VRT
963,60644,VRT
964,60644,CoT
965,60644,CoT
966,60567,VRT
967,60567,VRT
968,60567,VRT
969,60567,VRT
970,60567,CoT
971,60567,CoT
972,60559,ZMM.B
973,60559,ZMM.B
974,60559,ZMM.B
975,60559,ZMM.B
976,60559,ZMM.B
977,60559,Neme
978,60559,Neme
979,60559,Neme
980,60559,Neme
981,60559,Neme
982,60560,ZMM.B
983,60560,ZMM.B
984,60560,ZMM.B
985,60560,ZMM.B
986,60560,ZMM.B
987,60560,Neme
988,60560,Neme
989,60560,Neme
990,60560,Neme
991,60560,Neme
992,60561,ZMM.B
993,60561,ZMM.B
994,60561,ZMM.B
995,60561,ZMM.B
996,60561,ZMM.B
997,60561,Neme
998,60561,Neme
999,60561,Neme
1000,60561,Neme
1001,60561,Neme
1002,60553,C9A
1003,60553,C9A
1004,60553,C9A
1005,60553,C9A
1006,60553,C9A
1007,60553,CLB
1008,60553,CLB
1009,60553,CLB
1010,60553,CLB
1011,60553,CLB
1012,60554,C9A
1013,60554,C9A
1014,60554,C9A
1015,60554,C9A
1016,60554,C9A
1017,60554,CLB
1018,60554,CLB
1019,60554,CLB
1020,60554,CLB
1021,60554,CLB
1022,60571,ex-FB
1023,60571,ex-FB
1024,60571,ex-FB
1025,60571,ex-FB
1026,60571,ex-FB
1027,60571,BBG.A
1028,60571,BBG.A
1029,60571,BBG.A
1030,60571,BBG.A
1031,60571,BBG.A
1032,60572,ex-FB
1033,60572,ex-FB
1034,60572,ex-FB
1035,60572,ex-FB
1036,60572,ex-FB
1037,60572,BBG.A
1038,60572,BBG.A
1039,60572,BBG.A
1040,60572,BBG.A
1041,60572,BBG.A
1042,60519,Proj
1043,60519,Proj
1044,60519,Proj
1045,60519,Proj
1046,60519,Proj
1047,60519,Gift
1048,60519,Gift
1049,60519,Gift
1050,60519,Gift
1051,60519,Gift
1052,60520,Proj
1053,60520,Proj
1054,60520,Proj
1055,60520,Proj
1056,60520,Proj
1057,60520,Gift
1058,60520,Gift
1059,60520,Gift
1060,60520,Gift
1061,60520,Gift
1062,60526,303
1063,60526,303
1064,60526,303
1065,60526,303
1066,60526,303
1067,60526,CoT
1068,60526,CoT
1069,60526,CoT
1070,60526,CoT
1071,60526,CoT
1072,60527,303
1073,60527,303
1074,60527,303
1075,60527,303
1076,60527,303
1077,60527,CoT
1078,60527,CoT
1079,60527,CoT
1080,60527,CoT
1081,60527,CoT
1082,60528,303
1083,60528,303
1084,60528,303
1085,60528,303
1086,60528,303
1087,60528,CoT
1088,60528,CoT
1089,60528,CoT
1090,60528,CoT
1091,60528,CoT
1092,60505,SUPE
1093,60505,SUPE
1094,60505,SUPE
1095,60505,SUPE
1096,60505,SUPE
1097,60505,Rose
1098,60505,Rose
1099,60505,Rose
1100,60505,Rose
1101,60505,Rose
1102,60506,SUPE
1103,60506,SUPE
1104,60506,SUPE
1105,60506,SUPE
1106,60506,SUPE
1107,60506,Rose
1108,60506,Rose
1109,60506,Rose
1110,60506,Rose
1111,60506,Rose
1112,60512,LFTv
1113,60512,LFTv
1114,60512,LFTv
1115,60512,LFTv
1116,60512,LFTv
1117,60512,Team
1118,60512,Team
1119,60512,Team
1120,60512,Team
1121,60512,Team
1122,60513,LFTv
1123,60513,LFTv
1124,60513,LFTv
1125,60513,LFTv
1126,60513,LFTv
1127,60513,Team
1128,60513,Team
1129,60513,Team
1130,60513,Team
1131,60513,Team
1132,60514,LFTv
1133,60514,LFTv
1134,60514,LFTv
1135,60514,LFTv
1136,60514,LFTv
1137,60514,Team
1138,60514,Team
1139,60514,Team
1140,60514,Team
1141,60514,Team
1142,60533,CLB
1143,60533,CLB
1144,60533,CLB
1145,60533,CLB
1146,60533,CLB
1147,60533,
1148,60533,
1149,60533,
1150,60533,
1151,60533,
1152,60534,CLB
1153,60534,CLB
1154,60534,CLB
1155,60534,CLB
1156,60534,CLB
1157,60534,
1158,60534,
1159,60534,
1160,60534,
1161,60534,
1162,60540,BBG.A
1163,60540,BBG.A
1164,60540,BBG.A
1165,60540,BBG.A
1166,60540,BBG.A
1167,60540,Bull
1168,60540,Bull
1169,60540,Bull
1170,60540,Bull
1171,60540,Bull
1172,60541,BBG.A
1173,60541,BBG.A
1174,60541,BBG.A
1175,60541,BBG.A
1176,60541,BBG.A
1177,60541,Bull
1178,60541,Bull
1179,60541,Bull
1180,60541,Bull
1181,60541,Bull
1182,60547,Neme
1183,60547,Neme
1184,60547,Neme
1185,60547,Neme
1186,60547,Neme
1187,60547,Icon
1188,60547,Icon
1189,60547,Icon
1190,60547,Icon
1191,60547,Icon
1192,60548,Neme
1193,60548,Neme
1194,60548,Neme
1195,60548,Neme
1196,60548,Neme
1197,60548,Icon
1198,60548,Icon
1199,60548,Icon
1200,60548,Icon
1201,60548,Icon
1202,60496,Akre
1203,60496,Akre
1204,60496,Akre
1205,60496,Akre
1206,60496,Akre
1207,60496,IluZ
1208,60496,IluZ
1209,60496,IluZ
1210,60496,IluZ
1211,60496,IluZ
1212,60503,RAD
1213,60503,RAD
1214,60503,RAD
1215,60503,RAD
1216,60503,RAD
1217,60503,SUPE
1218,60503,SUPE
1219,60503,SUPE
1220,60503,SUPE
1221,60503,SUPE
1222,60504,Rose
1223,60504,Rose
1224,60504,Rose
1225,60504,Rose
1226,60504,Rose
1227,60504,Valo
1228,60504,Valo
1229,60504,Valo
1230,60504,Valo
1231,60504,Valo
1232,60517,BA
1233,60517,BA
1234,60517,BA
1235,60517,BA
1236,60517,BA
1237,60517,Proj
1238,60517,Proj
1239,60517,Proj
1240,60517,Proj
1241,60517,Proj
1242,60524,C9A
1243,60524,C9A
1244,60524,C9A
1245,60524,C9A
1246,60524,C9A
1247,60524,303
1248,60524,303
1249,60524,303
1250,60524,303
1251,60524,303
1252,60531,VRT
1253,60531,VRT
1254,60531,VRT
1255,60531,VRT
1256,60531,VRT
1257,60531,CLB
1258,60531,CLB
1259,60531,CLB
1260,60531,CLB
1261,60531,CLB
1262,60545,ex-FB
1263,60545,ex-FB
1264,60545,ex-FB
1265,60545,ex-FB
1266,60545,ex-FB
1267,60545,Neme
1268,60545,Neme
1269,60545,Neme
1270,60545,Neme
1271,60545,Neme
1272,60494,Akre
1273,60494,Akre
1274,60494,Akre
1275,60494,Akre
1276,60494,Akre
1277,60494,Disc
1278,60494,Disc
1279,60494,Disc
1280,60494,Disc
1281,60494,Disc
1282,60495,IluZ
1283,60495,IluZ
1284,60495,IluZ
1285,60495,IluZ
1286,60495,IluZ
1287,60495,ex-L
1288,60495,ex-L
1289,60495,ex-L
1290,60495,ex-L
1291,60495,ex-L
1292,60502,SUPE
1293,60502,SUPE
1294,60502,SUPE
1295,60502,SUPE
1296,60502,SUPE
1297,60502,Valo
1298,60502,Valo
1299,60502,Valo
1300,60502,Valo
1301,60502,Valo
1302,60515,BA
1303,60515,BA
1304,60515,BA
1305,60515,BA
1306,60515,BA
1307,60515,VALK
1308,60515,VALK
1309,60515,VALK
1310,60515,VALK
1311,60515,VALK
1312,60516,Proj
1313,60516,Proj
1314,60516,Proj
1315,60516,Proj
1316,60516,Proj
1317,60516,Gift
1318,60516,Gift
1319,60516,Gift
1320,60516,Gift
1321,60516,Gift
1322,60522,C9A
1323,60522,C9A
1324,60522,C9A
1325,60522,C9A
1326,60522,C9A
1327,60522,Hugh
1328,60522,Hugh
