,PlayerID,Agent
807,1861.0,sova
808,20337.0,jett
809,1021.0,reyna
810,2161.0,sova
811,4931.0,chamber
812,3012.0,killjoy
813,19618.0,jett
814,6572.0,astra
815,5098.0,skye
816,7495.0,sova
817,3210.0,jett
818,14497.0,astra
819,20343.0,killjoy
820,8496.0,viper
821,848.0,chamber
822,2164.0,sova
823,619.0,skye
824,4387.0,jett
825,8419.0,jett
826,2450.0,cypher
827,15500.0,sova
828,865.0,viper
829,21668.0,skye
830,8496.0,astra
831,4387.0,jett
832,2164.0,sova
833,619.0,cypher
834,848.0,skye
835,8419.0,jett
836,15500.0,sova
837,865.0,astra
838,2450.0,cypher
839,21668.0,skye
840,2163.0,sova
841,13064.0,jett
842,6437.0,skye
843,3998.0,chamber
844,2116.0,astra
845,3679.0,jett
846,8677.0,breach
847,5035.0,astra
848,6402.0,sova
849,5189.0,killjoy
850,2163.0,sova
851,13064.0,jett
852,2116.0,astra
853,3998.0,chamber
854,6437.0,skye
855,5035.0,astra
856,8677.0,skye
857,6402.0,sova
858,5189.0,viper
859,3679.0,raze
860,13064.0,jett
861,3998.0,killjoy
862,2116.0,astra
863,2163.0,sova
864,6437.0,kayo
865,6402.0,sova
866,3679.0,jett
867,8677.0,skye
868,5035.0,astra
869,5189.0,cypher
870,4387.0,jett
871,8496.0,astra
872,619.0,killjoy
873,2164.0,sova
874,848.0,kayo
875,2116.0,astra
876,3998.0,killjoy
877,6437.0,skye
878,2163.0,sova
879,13064.0,jett
880,848.0,skye
881,4387.0,jett
882,2164.0,sova
883,619.0,viper
884,8496.0,astra
885,13064.0,jett
886,2163.0,sova
887,2116.0,astra
888,3998.0,viper
889,6437.0,skye
890,848.0,chamber
891,619.0,viper
892,2164.0,sova
893,4387.0,jett
894,8496.0,sage
895,6464.0,jett
896,8286.0,viper
897,3138.0,sova
898,2119.0,reyna
899,21433.0,killjoy
900,4387.0,jett
901,848.0,skye
902,8496.0,astra
903,2164.0,sova
904,619.0,cypher
905,21433.0,killjoy
906,3138.0,sova
907,8286.0,astra
908,2119.0,skye
909,6464.0,jett
910,603.0,viper
911,823.0,sage
912,3984.0,jett
913,4009.0,reyna
914,5157.0,sova
915,5035.0,chamber
916,6402.0,sova
917,8677.0,reyna
918,3679.0,jett
919,5189.0,viper
920,4009.0,raze
921,603.0,viper
922,3984.0,sage
923,823.0,astra
924,5157.0,sova
925,3679.0,raze
926,5035.0,astra
927,6402.0,sova
928,5189.0,viper
929,8677.0,skye
930,603.0,viper
931,4009.0,raze
932,823.0,astra
933,3984.0,jett
934,5157.0,skye
935,6402.0,viper
936,3679.0,jett
937,8677.0,skye
938,5189.0,cypher
939,5035.0,astra
940,5157.0,sova
941,4009.0,raze
942,823.0,astra
943,603.0,viper
944,3984.0,sage
945,8907.0,jett
946,10071.0,viper
947,8518.0,astra
948,1122.0,sova
949,3218.0,skye
950,823.0,astra
951,3984.0,breach
952,603.0,cypher
953,5157.0,kayo
954,4009.0,raze
955,8518.0,astra
956,1122.0,breach
957,8907.0,raze
958,10071.0,viper
959,3218.0,cypher
960,8677.0,skye
961,3679.0,jett
962,6402.0,sova
963,5189.0,cypher
964,3227.0,jett
965,13766.0,sova
966,3679.0,jett
967,8677.0,skye
968,6402.0,sova
969,5189.0,cypher
970,3227.0,jett
971,13766.0,sova
972,16003.0,sova
973,6606.0,cypher
974,6624.0,skye
975,8273.0,astra
976,19618.0,jett
977,2163.0,sova
978,2116.0,astra
979,3998.0,chamber
980,13064.0,jett
981,6437.0,skye
982,16003.0,sova
983,6606.0,viper
984,19618.0,jett
985,8273.0,astra
986,6624.0,skye
987,13064.0,jett
988,2163.0,sova
989,6437.0,skye
990,3998.0,viper
991,2116.0,astra
992,16003.0,sova
993,6624.0,reyna
994,8273.0,viper
995,19618.0,jett
996,6606.0,killjoy
997,2163.0,reyna
998,2116.0,sova
999,13064.0,jett
1000,6437.0,viper
1001,3998.0,sage
1002,2119.0,chamber
1003,6464.0,jett
1004,8286.0,skye
1005,3138.0,sova
1006,21433.0,viper
1007,21265.0,chamber
1008,8403.0,jett
1009,12911.0,skye
1010,6450.0,viper
1011,8434.0,sova
1012,2119.0,skye
1013,3138.0,sova
1014,8286.0,astra
1015,6464.0,jett
1016,21433.0,killjoy
1017,8403.0,jett
1018,12911.0,sova
1019,8434.0,skye
1020,6450.0,astra
1021,21265.0,chamber
1022,2450.0,cypher
1023,15500.0,sova
1024,8419.0,jett
1025,21668.0,skye
1026,865.0,viper
1027,8078.0,sova
1028,2396.0,jett
1029,10053.0,cypher
1030,4385.0,viper
1031,4384.0,skye
1032,8419.0,jett
1033,15500.0,sova
1034,21668.0,sage
1035,2450.0,chamber
1036,865.0,viper
1037,8078.0,sova
1038,10053.0,reyna
1039,2396.0,jett
1040,4384.0,sage
1041,4385.0,viper
1042,3689.0,killjoy
1043,3238.0,sova
1044,8262.0,jett
1045,3968.0,astra
1046,8539.0,kayo
1047,9835.0,killjoy
1048,8519.0,sova
1049,16026.0,jett
1050,19677.0,reyna
1051,12918.0,astra
1052,3238.0,sova
1053,8262.0,jett
1054,8539.0,skye
1055,3968.0,astra
1056,3689.0,viper
1057,12918.0,astra
1058,16026.0,raze
1059,9835.0,viper
1060,8519.0,sova
1061,19677.0,kayo
1062,21036.0,jett
1063,3992.0,astra
1064,16678.0,sova
1065,16681.0,skye
1066,5150.0,killjoy
1067,3227.0,jett
1068,3183.0,killjoy
1069,13766.0,sova
1070,3182.0,astra
1071,3874.0,skye
1072,21036.0,jett
1073,5150.0,cypher
1074,3992.0,astra
1075,16681.0,skye
1076,16678.0,sova
1077,3227.0,jett
1078,13766.0,sova
1079,3874.0,skye
1080,3183.0,killjoy
1081,3182.0,astra
1082,21036.0,raze
1083,3992.0,viper
1084,5150.0,astra
1085,16681.0,kayo
1086,16678.0,sova
1087,3227.0,jett
1088,3874.0,skye
1089,3182.0,astra
1090,13766.0,sova
1091,3183.0,viper
1092,5099.0,viper
1093,21033.0,killjoy
1094,8751.0,sova
1095,5112.0,jett
1096,15747.0,sage
1097,21885.0,jett
1098,21884.0,viper
1099,21882.0,reyna
1100,21883.0,killjoy
1101,16298.0,sova
1102,5099.0,astra
1103,21033.0,chamber
1104,15747.0,jett
1105,5112.0,skye
1106,8751.0,sova
1107,21883.0,skye
1108,16298.0,sova
1109,21882.0,chamber
1110,21885.0,jett
1111,21884.0,astra
1112,17368.0,kayo
1113,18796.0,jett
1114,19289.0,viper
1115,14075.0,sova
1116,6405.0,cypher
1117,6576.0,sova
1118,13962.0,kayo
1119,8914.0,viper
1120,8529.0,cypher
1121,8742.0,jett
1122,18796.0,jett
1123,17368.0,skye
1124,19289.0,killjoy
1125,14075.0,sova
1126,6405.0,astra
1127,6576.0,sova
1128,13962.0,kayo
1129,13831.0,jett
1130,8914.0,astra
1131,8529.0,cypher
1132,18796.0,jett
1133,17368.0,skye
1134,6405.0,astra
1135,19289.0,viper
1136,14075.0,sova
1137,6576.0,sova
1138,13831.0,chamber
1139,8914.0,astra
1140,13962.0,raze
1141,8529.0,viper
1142,12911.0,kayo
1143,8403.0,jett
1144,21265.0,killjoy
1145,8434.0,sova
1146,6450.0,astra
1147,21257.0,kayo
1148,21256.0,astra
1149,16726.0,sova
1150,21888.0,killjoy
1151,5166.0,jett
1152,8403.0,raze
1153,12911.0,astra
1154,21265.0,chamber
1155,6450.0,viper
1156,8434.0,sova
1157,21888.0,viper
1158,21257.0,skye
1159,5166.0,raze
1160,21256.0,astra
1161,16726.0,sova
1162,10053.0,killjoy
1163,8078.0,sova
1164,2396.0,jett
1165,4385.0,astra
1166,4384.0,skye
1167,18738.0,killjoy
1168,8328.0,sova
1169,21886.0,jett
1170,9103.0,astra
1171,9102.0,breach
1172,2396.0,jett
1173,10053.0,cypher
1174,4385.0,viper
1175,8078.0,sova
1176,4384.0,skye
1177,9102.0,kayo
1178,21886.0,jett
1179,9103.0,sova
1180,8328.0,chamber
1181,18738.0,viper
1182,13064.0,jett
1183,2163.0,sova
1184,6437.0,skye
1185,2116.0,astra
1186,3998.0,killjoy
1187,14162.0,kayo
1188,14163.0,chamber
1189,2128.0,sova
1190,5024.0,astra
1191,9109.0,jett
1192,13064.0,jett
1193,6437.0,viper
1194,2163.0,sova
1195,3998.0,chamber
1196,2116.0,skye
1197,14163.0,chamber
1198,9109.0,jett
1199,5024.0,viper
1200,14162.0,kayo
1201,2128.0,sova
1202,2164.0,sova
1203,4387.0,jett
1204,848.0,skye
1205,619.0,cypher
1206,8496.0,astra
1207,8330.0,sova
1208,15595.0,killjoy
1209,12907.0,jett
1210,16002.0,astra
1211,5096.0,kayo
1212,823.0,astra
1213,4009.0,skye
1214,3984.0,chamber
1215,603.0,viper
1216,5157.0,sova
1217,5112.0,jett
1218,15747.0,skye
1219,5099.0,viper
1220,21033.0,cypher
1221,8751.0,sova
1222,21882.0,chamber
1223,21885.0,jett
1224,5159.0,astra
1225,21884.0,sova
1226,21883.0,skye
1227,9317.0,cypher
1228,8334.0,jett
1229,9320.0,sova
1230,3694.0,astra
1231,6442.0,skye
1232,8345.0,jett
1233,6434.0,skye
1234,31.0,sova
1235,4001.0,astra
1236,3882.0,killjoy
1237,3238.0,sova
1238,8262.0,jett
1239,3968.0,astra
1240,8539.0,kayo
1241,3689.0,killjoy
1242,3138.0,raze
1243,21433.0,killjoy
1244,2119.0,skye
1245,6464.0,chamber
1246,8286.0,astra
1247,16678.0,skye
1248,3992.0,viper
1249,16681.0,raze
1250,21036.0,chamber
1251,5150.0,astra
1252,5035.0,astra
1253,3679.0,jett
1254,5189.0,cypher
1255,6402.0,sova
1256,8677.0,skye
1257,12911.0,kayo
1258,8434.0,sova
1259,6450.0,astra
1260,8403.0,jett
1261,21265.0,killjoy
1262,8419.0,jett
1263,15500.0,sova
1264,865.0,viper
1265,2450.0,chamber
1266,21668.0,sage
1267,2116.0,reyna
1268,6437.0,sage
1269,3998.0,viper
1270,13064.0,jett
1271,2163.0,sova
1272,619.0,cypher
1273,848.0,skye
1274,4387.0,jett
1275,2164.0,sova
1276,8496.0,astra
1277,20958.0,sova
1278,20957.0,chamber
1279,16028.0,kayo
1280,16027.0,viper
1281,3216.0,astra
1282,8330.0,sova
1283,12907.0,jett
1284,15595.0,killjoy
1285,5096.0,kayo
1286,16002.0,astra
1287,10071.0,killjoy
1288,8907.0,jett
1289,3218.0,skye
1290,1122.0,sova
1291,8518.0,astra
1292,21033.0,viper
1293,5112.0,raze
1294,15747.0,sage
1295,8751.0,skye
1296,5099.0,brimstone
1297,8334.0,raze
1298,6442.0,sage
1299,3694.0,kayo
1300,9317.0,viper
1301,9320.0,astra
1302,6434.0,kayo
1303,3882.0,killjoy
1304,8345.0,jett
1305,31.0,sova
1306,4001.0,viper
1307,9055.0,sova
1308,8393.0,kayo
1309,6456.0,jett
1310,8371.0,chamber
1311,21316.0,viper
1312,8539.0,reyna
1313,8262.0,jett
1314,3968.0,viper
1315,3689.0,chamber
1316,3238.0,sova
1317,19677.0,reyna
1318,12918.0,viper
1319,9835.0,killjoy
1320,8519.0,sova
1321,16026.0,jett
1322,3138.0,sova
1323,2119.0,reyna
1324,6464.0,jett
1325,8286.0,viper
1326,21433.0,killjoy
1327,7495.0,sova
1328,3210.0,jett
1329,20343.0,killjoy
1330,14497.0,viper
1331,21890.0,sage
1332,8403.0,jett
1333,21265.0,killjoy
1334,6450.0,astra
1335,12911.0,kayo
