PlayerID,Patch,Agent,count
849.0,1,brimstone,2
849.0,1,breach,2
849.0,2,omen,46
849.0,2,astra,8
849.0,2,sage,3
849.0,3,cypher,18
849.0,3,killjoy,13
849.0,3,sage,3
849.0,3,astra,1
851.0,1,breach,1
852.0,1,cypher,18
852.0,1,killjoy,6
852.0,1,sova,3
853.0,1,sage,10
853.0,1,breach,5
854.0,1,raze,11
854.0,1,sova,7
854.0,1,jett,2
854.0,1,sage,1
854.0,2,omen,10
854.0,2,sova,5
854.0,2,raze,4
854.0,2,viper,2
854.0,2,skye,2
854.0,2,sage,1
854.0,2,brimstone,1
854.0,3,breach,2
854.0,3,reyna,1
855.0,1,omen,10
855.0,1,brimstone,2
856.0,1,cypher,1
858.0,0,breach,1
858.0,0,jett,1
859.0,0,cypher,2
860.0,1,raze,6
860.0,1,omen,2
860.0,1,jett,1
860.0,3,raze,1
860.0,3,omen,1
861.0,1,sova,14
861.0,1,viper,7
861.0,2,viper,19
861.0,2,astra,14
861.0,2,sova,11
861.0,2,omen,9
861.0,3,sova,36
861.0,3,viper,2
862.0,1,omen,22
862.0,1,jett,1
862.0,2,omen,39
862.0,2,sova,13
862.0,2,sage,5
862.0,2,astra,5
862.0,2,breach,4
862.0,2,viper,2
862.0,3,astra,2
862.0,3,viper,1
863.0,1,reyna,3
863.0,1,raze,3
863.0,1,jett,3
863.0,2,jett,14
863.0,2,raze,5
863.0,2,reyna,1
863.0,2,phoenix,1
863.0,3,jett,7
863.0,3,skye,1
863.0,3,reyna,1
864.0,1,sova,7
864.0,1,reyna,7
864.0,1,sage,6
864.0,1,breach,5
864.0,1,raze,4
864.0,1,cypher,2
864.0,1,omen,1
864.0,2,sova,23
864.0,2,breach,4
864.0,2,omen,3
864.0,3,sova,34
864.0,3,sage,11
864.0,3,viper,2
864.0,3,astra,1
865.0,1,omen,32
865.0,1,phoenix,1
865.0,1,brimstone,1
865.0,2,omen,40
865.0,2,astra,11
865.0,2,sage,1
865.0,3,viper,34
865.0,3,astra,17
865.0,3,sage,7
865.0,3,omen,1
868.0,0,sage,6
868.0,0,breach,1
868.0,1,killjoy,35
868.0,1,sage,13
868.0,2,killjoy,42
868.0,2,viper,2
868.0,3,killjoy,11
868.0,3,sage,8
868.0,3,brimstone,1
868.0,3,breach,1
868.0,3,cypher,1
868.0,3,viper,1
868.0,3,sova,1
868.0,3,skye,1
869.0,0,cypher,3
869.0,1,cypher,7
870.0,1,cypher,32
870.0,1,viper,1
870.0,2,killjoy,43
870.0,2,viper,31
870.0,2,cypher,8
870.0,3,viper,50
870.0,3,astra,12
870.0,3,killjoy,10
870.0,3,cypher,5
871.0,1,raze,16
871.0,1,reyna,7
871.0,1,phoenix,5
871.0,1,sova,4
871.0,1,sage,1
871.0,2,raze,33
871.0,2,skye,19
871.0,2,sage,11
871.0,2,phoenix,9
871.0,2,sova,4
871.0,2,reyna,3
871.0,2,killjoy,2
871.0,2,viper,1
871.0,3,sova,8
871.0,3,sage,7
871.0,3,skye,6
871.0,3,raze,5
871.0,3,viper,2
871.0,3,kayo,1
872.0,1,cypher,12
872.0,1,raze,12
872.0,1,jett,8
872.0,1,reyna,2
872.0,2,jett,27
872.0,2,reyna,11
872.0,2,phoenix,3
872.0,2,raze,1
872.0,3,jett,19
872.0,3,raze,3
873.0,1,sova,23
873.0,1,breach,8
873.0,1,jett,2
873.0,2,sova,50
873.0,2,viper,23
873.0,2,astra,5
873.0,2,breach,4
873.0,3,sova,63
873.0,3,breach,5
873.0,3,brimstone,3
873.0,3,kayo,3
873.0,3,cypher,3
873.0,3,viper,2
874.0,1,jett,25
874.0,1,sage,5
874.0,1,omen,3
874.0,2,jett,64
874.0,2,sage,12
874.0,2,astra,5
874.0,2,brimstone,1
874.0,3,jett,36
874.0,3,sage,18
874.0,3,chamber,11
874.0,3,cypher,4
874.0,3,killjoy,3
874.0,3,yoru,1
874.0,3,reyna,1
875.0,1,breach,22
875.0,1,phoenix,8
875.0,1,sage,7
875.0,2,astra,18
875.0,2,sage,15
875.0,2,omen,7
875.0,2,brimstone,2
875.0,3,astra,11
875.0,3,sage,6
875.0,3,cypher,5
876.0,1,omen,10
876.0,1,brimstone,5
876.0,2,killjoy,17
877.0,1,breach,2
877.0,2,skye,2
877.0,2,sage,1
877.0,2,killjoy,1
877.0,2,cypher,1
877.0,2,brimstone,1
877.0,2,breach,1
878.0,1,sova,26
878.0,1,breach,8
878.0,1,cypher,3
878.0,2,sova,7
878.0,2,breach,4
878.0,2,brimstone,3
879.0,1,cypher,10
879.0,1,raze,9
879.0,1,killjoy,4
879.0,2,omen,2
879.0,2,brimstone,1
879.0,3,raze,7
879.0,3,omen,4
879.0,3,sage,3
879.0,3,brimstone,2
879.0,3,cypher,1
881.0,1,jett,11
881.0,1,breach,6
881.0,1,reyna,6
881.0,2,jett,33
881.0,2,sage,21
881.0,2,breach,9
881.0,2,sova,5
881.0,3,jett,30
881.0,3,reyna,3
881.0,3,sage,1
882.0,1,killjoy,36
882.0,1,cypher,31
882.0,1,phoenix,1
882.0,2,cypher,9
882.0,2,omen,4
882.0,2,killjoy,2
882.0,3,astra,35
882.0,3,sage,7
882.0,3,viper,4
882.0,3,cypher,2
887.0,2,sova,1
887.0,2,breach,1
889.0,1,raze,2
891.0,1,reyna,2
891.0,1,sova,1
891.0,1,breach,1
891.0,2,killjoy,3
891.0,2,astra,1
891.0,3,jett,30
891.0,3,reyna,5
891.0,3,skye,3
891.0,3,sage,2
891.0,3,raze,2
892.0,1,omen,22
892.0,1,sage,18
892.0,1,sova,5
892.0,1,killjoy,1
892.0,2,astra,29
892.0,2,omen,17
892.0,2,viper,11
892.0,2,sova,4
892.0,3,astra,11
892.0,3,omen,7
892.0,3,viper,7
892.0,3,sage,1
893.0,1,jett,22
893.0,1,omen,8
893.0,1,sage,2
893.0,2,sage,69
893.0,2,jett,24
893.0,2,viper,9
893.0,2,omen,5
893.0,2,brimstone,1
893.0,3,jett,30
893.0,3,sova,28
893.0,3,reyna,11
893.0,3,skye,7
893.0,3,cypher,5
893.0,3,raze,4
893.0,3,kayo,4
893.0,3,sage,1
893.0,3,omen,1
894.0,1,sage,11
894.0,1,omen,9
894.0,1,cypher,7
894.0,2,omen,19
895.0,2,sova,36
895.0,2,killjoy,10
895.0,2,skye,4
895.0,2,sage,2
895.0,2,cypher,2
895.0,2,breach,2
901.0,1,breach,9
901.0,1,phoenix,5
901.0,1,reyna,3
901.0,1,raze,1
901.0,2,phoenix,12
901.0,2,raze,9
901.0,2,jett,9
901.0,2,reyna,1
901.0,3,raze,7
901.0,3,skye,4
901.0,3,reyna,1
901.0,3,phoenix,1
901.0,3,kayo,1
904.0,1,raze,7
904.0,1,cypher,6
904.0,1,breach,5
904.0,1,jett,3
904.0,1,phoenix,2
904.0,1,reyna,1
904.0,1,viper,1
904.0,2,jett,17
904.0,2,sage,12
904.0,2,viper,7
904.0,2,cypher,3
904.0,2,raze,1
904.0,2,breach,1
904.0,3,viper,6
904.0,3,cypher,5
904.0,3,skye,5
904.0,3,sage,4
904.0,3,killjoy,4
904.0,3,reyna,2
904.0,3,raze,1
904.0,3,kayo,1
904.0,3,jett,1
909.0,1,jett,9
909.0,1,reyna,8
909.0,1,sova,8
909.0,1,sage,6
909.0,1,brimstone,1
909.0,2,sage,9
909.0,2,sova,5
909.0,2,jett,4
909.0,2,viper,2
909.0,2,reyna,1
909.0,3,sova,13
909.0,3,skye,5
909.0,3,sage,3
909.0,3,viper,1
916.0,1,cypher,46
916.0,1,breach,25
916.0,1,sova,9
916.0,1,omen,1
916.0,2,killjoy,24
916.0,2,sova,23
916.0,2,breach,11
916.0,2,viper,4
916.0,2,cypher,1
916.0,3,sova,34
916.0,3,viper,6
916.0,3,killjoy,2
916.0,3,cypher,2
917.0,1,sova,15
917.0,1,cypher,3
919.0,1,raze,17
919.0,1,breach,1
920.0,1,jett,3
920.0,1,omen,1
920.0,2,sova,1
920.0,2,omen,1
923.0,1,omen,2
923.0,1,brimstone,1
925.0,1,omen,1
926.0,1,breach,1
928.0,2,jett,2
928.0,3,sova,2
929.0,1,raze,2
930.0,1,jett,14
930.0,1,raze,1
935.0,1,omen,14
935.0,1,sage,2
935.0,1,breach,2
935.0,1,brimstone,1
935.0,2,killjoy,7
935.0,2,omen,7
935.0,2,sage,6
935.0,2,viper,4
935.0,2,cypher,2
935.0,2,breach,2
935.0,2,astra,1
935.0,3,viper,14
935.0,3,astra,7
935.0,3,sage,7
935.0,3,breach,2
935.0,3,kayo,2
935.0,3,cypher,1
935.0,3,killjoy,1
936.0,1,sova,13
936.0,1,cypher,6
936.0,2,sova,25
936.0,2,killjoy,2
936.0,2,cypher,2
936.0,3,sova,15
936.0,3,cypher,5
936.0,3,skye,5
936.0,3,sage,1
937.0,1,cypher,13
937.0,1,omen,4
937.0,1,sage,2
937.0,2,omen,13
937.0,2,cypher,10
937.0,2,killjoy,3
937.0,2,skye,1
937.0,3,killjoy,15
937.0,3,viper,4
937.0,3,cypher,3
937.0,3,sage,2
938.0,1,reyna,6
938.0,1,sage,4
938.0,1,raze,3
938.0,1,phoenix,3
938.0,1,jett,2
938.0,1,breach,1
938.0,2,reyna,14
938.0,2,jett,10
938.0,2,sage,2
938.0,2,phoenix,2
938.0,2,yoru,1
938.0,3,jett,16
938.0,3,reyna,12
938.0,3,skye,3
938.0,3,sage,3
939.0,1,raze,12
939.0,1,jett,7
939.0,2,raze,22
939.0,2,jett,3
939.0,2,reyna,3
939.0,2,yoru,1
939.0,3,jett,10
939.0,3,raze,10
939.0,3,skye,4
939.0,3,reyna,1
940.0,2,omen,4
940.0,2,cypher,2
940.0,2,sage,2
941.0,1,omen,16
941.0,1,brimstone,1
948.0,1,omen,12
948.0,1,raze,7
948.0,1,phoenix,3
948.0,1,reyna,1
949.0,1,omen,1
950.0,1,cypher,5
950.0,1,sova,1
950.0,2,cypher,11
950.0,2,killjoy,9
950.0,2,sage,7
950.0,2,skye,2
950.0,3,astra,6
950.0,3,viper,6
950.0,3,cypher,2
950.0,3,brimstone,1
951.0,1,sage,13
951.0,1,killjoy,5
951.0,1,cypher,2
951.0,1,breach,1
951.0,2,sage,8
951.0,2,jett,6
951.0,2,viper,4
951.0,2,cypher,3
951.0,3,sova,3
952.0,1,jett,15
953.0,1,omen,19
953.0,1,cypher,2
953.0,1,reyna,1
953.0,1,brimstone,1
953.0,1,breach,1
953.0,2,omen,14
953.0,2,cypher,5
953.0,2,viper,2
953.0,2,killjoy,2
953.0,2,astra,2
953.0,2,sage,1
953.0,2,breach,1
953.0,3,omen,2
953.0,3,astra,1
956.0,1,killjoy,8
956.0,1,cypher,2
956.0,2,killjoy,2
956.0,2,cypher,1
959.0,1,breach,4
959.0,1,cypher,2
980.0,2,omen,3
980.0,2,breach,1
981.0,1,brimstone,1
981.0,1,sova,1
981.0,1,sage,1
981.0,2,omen,5
981.0,2,astra,2
981.0,3,skye,9
981.0,3,kayo,4
981.0,3,reyna,1
982.0,1,breach,12
982.0,2,breach,14
982.0,2,raze,6
982.0,3,breach,3
982.0,3,raze,3
982.0,3,skye,1
983.0,1,jett,12
983.0,2,jett,6
983.0,2,omen,6
983.0,2,sova,6
983.0,2,viper,2
983.0,2,sage,1
983.0,2,skye,1
983.0,3,astra,12
983.0,3,viper,5
983.0,3,breach,3
984.0,1,sage,3
984.0,1,breach,1
985.0,1,cypher,7
985.0,1,killjoy,5
985.0,2,killjoy,11
985.0,2,cypher,9
985.0,2,yoru,1
985.0,3,killjoy,12
985.0,3,cypher,4
985.0,3,skye,2
985.0,3,omen,2
985.0,3,viper,1
986.0,1,jett,1
986.0,1,sova,1
987.0,1,omen,2
987.0,1,brimstone,2
988.0,1,raze,1
988.0,1,jett,1
991.0,1,sova,8
991.0,1,phoenix,2
991.0,1,raze,1
991.0,3,sova,3
992.0,1,omen,17
992.0,1,reyna,2
992.0,1,breach,1
992.0,2,omen,20
992.0,2,astra,1
992.0,2,viper,1
993.0,1,sova,6
993.0,1,breach,6
993.0,1,skye,2
993.0,1,sage,1
993.0,1,reyna,1
993.0,1,raze,1
993.0,1,phoenix,1
993.0,1,killjoy,1
993.0,1,cypher,1
993.0,2,sova,22
993.0,3,skye,4
993.0,3,sova,3
993.0,3,killjoy,2
993.0,3,cypher,2
993.0,3,phoenix,1
995.0,1,omen,7
995.0,1,killjoy,5
995.0,1,brimstone,4
995.0,1,cypher,3
995.0,2,cypher,3
995.0,2,killjoy,2
996.0,1,cypher,11
996.0,1,omen,5
996.0,1,brimstone,2
996.0,1,viper,1
996.0,2,omen,5
996.0,2,brimstone,1
997.0,1,sova,9
997.0,1,sage,4
997.0,1,raze,3
997.0,1,breach,3
997.0,2,sova,6
998.0,1,jett,16
998.0,1,sova,1
998.0,1,reyna,1
998.0,1,raze,1
998.0,2,jett,5
998.0,2,raze,1
998.0,3,kayo,2
998.0,3,jett,1
999.0,1,cypher,20
999.0,1,phoenix,6
999.0,1,breach,5
999.0,1,killjoy,5
999.0,1,viper,2
999.0,1,omen,1
999.0,2,cypher,12
999.0,2,phoenix,5
999.0,2,killjoy,2
999.0,2,yoru,2
999.0,3,sova,10
999.0,3,skye,7
999.0,3,cypher,5
999.0,3,phoenix,1
999.0,3,jett,1
1000.0,1,sova,22
1000.0,1,raze,9
1000.0,1,breach,7
1000.0,1,cypher,1
1000.0,2,sova,18
1000.0,2,sage,2
1000.0,2,viper,1
1000.0,3,breach,7
1000.0,3,sova,6
1000.0,3,kayo,3
1000.0,3,viper,3
1000.0,3,sage,2
1001.0,1,omen,31
1001.0,1,brimstone,7
1001.0,1,breach,1
1001.0,2,omen,9
1001.0,2,raze,8
1001.0,2,viper,2
1001.0,2,killjoy,1
1001.0,2,brimstone,1
1001.0,3,omen,3
1001.0,3,brimstone,3
1002.0,1,reyna,18
1002.0,1,phoenix,12
1002.0,1,jett,5
1002.0,1,breach,4
1002.0,2,reyna,9
1002.0,2,sage,6
1002.0,2,skye,5
1002.0,2,phoenix,1
1002.0,3,reyna,11
1002.0,3,skye,5
1002.0,3,sage,3
1002.0,3,raze,2
1003.0,1,jett,33
1003.0,1,reyna,4
1003.0,1,breach,1
1003.0,1,killjoy,1
1003.0,2,jett,11
1003.0,2,omen,9
1003.0,2,sova,1
1003.0,3,jett,21
1005.0,1,breach,2
1005.0,1,sage,2
1005.0,1,sova,2
1005.0,1,raze,1
1005.0,2,omen,14
1005.0,2,astra,3
1005.0,2,sova,1
1006.0,1,omen,6
1006.0,1,breach,3
1006.0,1,sova,1
1006.0,2,phoenix,8
1006.0,2,breach,5
1006.0,2,reyna,4
1006.0,2,sova,3
1006.0,2,skye,3
1006.0,2,omen,3
1006.0,2,raze,2
1006.0,3,omen,1
1007.0,1,breach,3
1007.0,1,brimstone,2
1007.0,1,omen,2
1007.0,1,sova,2
1007.0,1,sage,1
1008.0,1,cypher,10
1009.0,1,jett,6
1009.0,1,phoenix,1
1009.0,1,sage,1
1009.0,2,jett,10
1009.0,3,jett,1
1010.0,1,cypher,11
1010.0,1,killjoy,2
1010.0,2,cypher,3
1010.0,3,killjoy,5
1010.0,3,sage,1
1010.0,3,astra,1
1012.0,1,raze,2
1012.0,1,jett,2
1012.0,1,cypher,1
1012.0,2,sage,1
1013.0,1,sova,5
1014.0,1,jett,10
1014.0,1,raze,2
1014.0,1,sova,1
1014.0,2,jett,8
1014.0,2,raze,1
1014.0,3,jett,6
1016.0,1,omen,1
1016.0,2,sova,9
1016.0,2,omen,1
1016.0,3,sova,1
1017.0,1,jett,3
1021.0,1,omen,26
1021.0,1,phoenix,9
1021.0,1,jett,3
1021.0,2,omen,8
1021.0,2,astra,4
1021.0,2,sage,3
1021.0,2,reyna,2
1021.0,3,skye,9
1021.0,3,viper,6
1021.0,3,astra,5
1021.0,3,cypher,5
1021.0,3,sage,3
1021.0,3,kayo,2
1021.0,3,reyna,2
1021.0,3,omen,2
1021.0,3,killjoy,2
1021.0,3,chamber,1
1022.0,1,killjoy,17
1022.0,1,omen,10
1022.0,1,cypher,9
1022.0,2,killjoy,8
1022.0,2,cypher,3
1022.0,2,omen,1
1023.0,1,cypher,16
1023.0,1,raze,7
1023.0,1,jett,5
1023.0,2,cypher,22
1023.0,2,raze,5
1023.0,2,jett,4
1023.0,2,viper,2
1023.0,2,breach,2
1023.0,2,phoenix,1
1023.0,2,reyna,1
1023.0,3,sage,20
1023.0,3,jett,13
1023.0,3,raze,11
1023.0,3,viper,10
1023.0,3,cypher,9
1023.0,3,reyna,8
1023.0,3,skye,5
1023.0,3,breach,2
1023.0,3,killjoy,2
1023.0,3,kayo,1
1025.0,1,sova,19
1025.0,1,killjoy,9
1025.0,2,sova,32
1025.0,2,cypher,3
1025.0,2,killjoy,1
1025.0,2,skye,1
1025.0,3,cypher,7
1025.0,3,sage,6
1025.0,3,sova,1
1026.0,1,omen,15
1026.0,1,brimstone,4
1026.0,2,omen,16
1026.0,2,viper,3
1026.0,2,brimstone,1
1026.0,3,viper,11
1026.0,3,astra,6
1026.0,3,omen,4
1026.0,3,brimstone,1
1027.0,1,jett,11
1027.0,1,sage,4
1027.0,1,phoenix,2
1027.0,1,raze,2
1027.0,2,jett,18
1027.0,2,reyna,1
1027.0,2,brimstone,1
1029.0,1,cypher,17
1029.0,1,killjoy,2
1029.0,2,cypher,10
1029.0,2,killjoy,2
1029.0,2,sage,1
1030.0,1,reyna,7
1030.0,1,breach,6
1030.0,1,sova,4
1030.0,1,sage,2
1030.0,2,breach,9
1030.0,2,phoenix,3
1030.0,2,cypher,2
1030.0,2,skye,2
1030.0,2,raze,2
1030.0,2,sage,1
1030.0,2,reyna,1
1031.0,1,sova,11
1031.0,1,jett,3
1031.0,1,skye,2
1031.0,1,reyna,1
1031.0,1,raze,1
1031.0,1,killjoy,1
1031.0,2,sova,11
1031.0,2,sage,1
1031.0,2,breach,1
1031.0,3,raze,1
1034.0,1,phoenix,8
1034.0,1,raze,1
1037.0,1,breach,4
1039.0,1,jett,1
1039.0,2,jett,1
1039.0,2,reyna,1
1041.0,1,raze,1
1041.0,2,raze,2
1042.0,1,sova,1
1042.0,2,skye,2
1042.0,2,jett,2
1042.0,2,viper,1
1042.0,2,raze,1
1043.0,1,omen,1
1043.0,2,breach,1
1043.0,2,cypher,1
1045.0,1,omen,7
1045.0,1,cypher,4
1045.0,1,killjoy,3
1045.0,1,brimstone,3
1045.0,1,reyna,1
1045.0,1,breach,1
1045.0,2,killjoy,12
1045.0,2,cypher,12
1045.0,2,omen,10
1045.0,2,viper,2
1045.0,2,sage,1
1045.0,2,brimstone,1
1045.0,2,astra,1
1046.0,1,jett,12
1046.0,1,reyna,4
1046.0,1,raze,2
1046.0,1,sage,1
1046.0,2,reyna,19
1046.0,2,jett,14
1046.0,2,phoenix,2
1046.0,2,raze,2
1046.0,2,yoru,1
1046.0,2,sage,1
1046.0,3,jett,13
1046.0,3,skye,4
1046.0,3,raze,1
1046.0,3,sage,1
1046.0,3,sova,1
1048.0,1,raze,4
1048.0,1,breach,2
1048.0,1,phoenix,2
1048.0,1,reyna,1
1048.0,2,sova,9
1048.0,2,raze,1
1051.0,1,viper,2
1055.0,1,breach,1
1055.0,1,raze,1
1061.0,1,breach,12
1061.0,1,cypher,1
1061.0,1,raze,1
1061.0,1,sova,1
1061.0,2,breach,11
1061.0,2,cypher,2
1061.0,2,omen,2
1061.0,2,killjoy,1
1061.0,2,brimstone,1
1061.0,2,skye,1
1061.0,2,viper,1
1061.0,3,viper,3
1061.0,3,killjoy,3
1061.0,3,cypher,2
1061.0,3,breach,1
1062.0,1,jett,13
1062.0,1,cypher,1
1062.0,1,breach,1
1062.0,2,jett,17
1062.0,3,reyna,7
1062.0,3,jett,2
1063.0,1,breach,9
1063.0,1,omen,4
1063.0,1,brimstone,2
1063.0,1,sage,1
1063.0,2,brimstone,8
1063.0,2,omen,6
1063.0,2,astra,5
1063.0,2,sage,4
1063.0,2,breach,1
1063.0,3,astra,5
1063.0,3,sage,2
1063.0,3,skye,1
1063.0,3,omen,1
1065.0,1,breach,1
1065.0,2,omen,9
1065.0,2,sage,1
1077.0,1,jett,7
1077.0,1,breach,2
1077.0,1,reyna,1
1077.0,1,phoenix,1
1077.0,3,jett,3
1078.0,3,sova,6
1078.0,3,viper,4
1078.0,3,sage,2
1078.0,3,killjoy,1
1078.0,3,cypher,1
1080.0,3,raze,11
1080.0,3,kayo,9
1080.0,3,skye,5
1080.0,3,reyna,2
1080.0,3,sova,1
1080.0,3,phoenix,1
1085.0,1,reyna,2
1087.0,1,omen,16
1087.0,2,sova,2
1087.0,2,omen,1
1087.0,3,sova,6
1087.0,3,astra,3
1087.0,3,viper,2
1087.0,3,cypher,2
1087.0,3,killjoy,1
1089.0,1,omen,26
1089.0,1,reyna,5
1089.0,1,breach,4
1089.0,2,viper,16
1089.0,2,phoenix,16
1089.0,2,astra,6
1089.0,2,brimstone,6
1089.0,2,omen,6
1089.0,2,reyna,4
1089.0,2,sage,2
1089.0,2,yoru,1
1089.0,3,viper,23
1089.0,3,sage,16
1089.0,3,omen,11
1089.0,3,astra,10
1089.0,3,skye,4
1089.0,3,phoenix,4
1089.0,3,cypher,1
1092.0,1,cypher,46
1092.0,1,killjoy,1
1092.0,1,raze,1
1092.0,2,cypher,32
1092.0,2,killjoy,3
1092.0,3,killjoy,17
1092.0,3,viper,14
1092.0,3,cypher,14
1092.0,3,chamber,2
1107.0,1,breach,6
1107.0,1,raze,2
1107.0,1,sova,1
1107.0,1,killjoy,1
1107.0,1,sage,1
1107.0,2,jett,10
1107.0,2,raze,8
1107.0,2,sova,2
1107.0,2,reyna,2
1107.0,3,jett,9
1107.0,3,astra,8
1107.0,3,sage,5
1107.0,3,killjoy,5
1107.0,3,skye,5
1107.0,3,cypher,2
1107.0,3,viper,1
1107.0,3,raze,1
1109.0,2,sova,3
1109.0,2,omen,2
1109.0,3,cypher,1
1109.0,3,killjoy,1
1113.0,1,jett,63
1113.0,1,sage,3
1113.0,1,sova,1
1113.0,1,raze,1
1113.0,2,jett,14
1113.0,2,sage,4
1114.0,1,killjoy,3
1114.0,1,cypher,3
1114.0,2,killjoy,18
1114.0,2,cypher,13
1116.0,1,cypher,5
1118.0,3,kayo,1
1118.0,3,raze,1
1119.0,2,jett,2
1119.0,3,jett,15
1119.0,3,sage,4
1119.0,3,sova,2
1119.0,3,killjoy,1
1119.0,3,cypher,1
1119.0,3,raze,1
1120.0,1,reyna,15
1120.0,1,phoenix,6
1120.0,1,raze,5
1120.0,1,breach,3
1120.0,2,raze,19
1120.0,2,reyna,4
1120.0,2,phoenix,4
1120.0,2,sova,2
1120.0,2,breach,2
1120.0,2,sage,2
1120.0,2,yoru,1
1120.0,3,skye,20
1120.0,3,sage,7
1120.0,3,reyna,4
1120.0,3,sova,3
1122.0,1,sova,2
1122.0,1,raze,2
1122.0,1,reyna,1
1122.0,1,phoenix,1
1122.0,1,breach,1
1122.0,2,raze,2
1122.0,2,phoenix,1
1122.0,2,cypher,1
1122.0,2,breach,1
1122.0,2,skye,1
1122.0,2,sage,1
1122.0,3,jett,2
1122.0,3,sova,2
1122.0,3,breach,1
1122.0,3,omen,1
1128.0,1,raze,20
1128.0,1,sova,4
1128.0,2,raze,7
1128.0,2,killjoy,1
1128.0,2,sage,1
1128.0,2,omen,1
1128.0,3,astra,3
1128.0,3,sova,1
1128.0,3,sage,1
1129.0,1,cypher,7
1129.0,2,astra,11
1129.0,2,breach,4
1129.0,2,sova,4
1129.0,2,viper,3
1129.0,2,sage,3
1129.0,2,omen,1
1129.0,2,cypher,1
1129.0,3,astra,27
1129.0,3,sage,5
1129.0,3,viper,5
1129.0,3,omen,4
1129.0,3,killjoy,2
1129.0,3,kayo,1
1131.0,1,brimstone,4
1131.0,1,omen,4
1131.0,1,jett,3
1131.0,1,phoenix,1
1131.0,3,reyna,2
1131.0,3,sage,1
1133.0,1,raze,15
1133.0,1,omen,12
1133.0,1,reyna,3
1133.0,1,breach,1
1133.0,1,phoenix,1
1134.0,1,sova,25
1134.0,1,omen,5
1134.0,1,sage,1
1134.0,1,cypher,1
1134.0,2,sova,12
1134.0,2,sage,5
1134.0,3,sova,2
1134.0,3,sage,1
1135.0,1,omen,10
1135.0,1,breach,6
1135.0,1,reyna,3
1135.0,1,brimstone,3
1135.0,1,jett,2
1137.0,1,raze,6
1137.0,2,raze,19
1137.0,2,jett,6
1137.0,2,reyna,1
1137.0,3,jett,15
1137.0,3,raze,12
1137.0,3,sova,2
1137.0,3,reyna,1
1137.0,3,phoenix,1
1137.0,3,omen,1
1137.0,3,viper,1
1139.0,1,raze,5
1139.0,2,sage,18
1139.0,2,raze,3
1139.0,3,sage,28
1139.0,3,skye,11
1139.0,3,phoenix,4
1139.0,3,kayo,2
1139.0,3,raze,2
1139.0,3,jett,1
1140.0,1,reyna,8
1140.0,1,sage,3
1140.0,2,killjoy,4
1140.0,2,cypher,2
1140.0,3,killjoy,1
1140.0,3,breach,1
1143.0,1,cypher,9
1143.0,1,phoenix,1
1143.0,1,omen,1
1144.0,1,omen,18
1144.0,1,brimstone,1
1144.0,2,omen,24
1144.0,2,sage,3
1144.0,2,astra,3
1144.0,2,brimstone,2
1144.0,3,astra,12
1144.0,3,sage,5
1144.0,3,omen,5
1144.0,3,viper,4
1144.0,3,brimstone,3
1146.0,1,cypher,4
1146.0,2,killjoy,3
1146.0,2,cypher,3
1146.0,2,sage,1
1146.0,3,cypher,21
1146.0,3,killjoy,8
1146.0,3,sage,2
1146.0,3,skye,2
1146.0,3,raze,1
1147.0,1,omen,28
1147.0,1,killjoy,1
1147.0,2,omen,10
1147.0,2,viper,2
1147.0,2,astra,2
1147.0,2,brimstone,1
1147.0,2,reyna,1
1147.0,2,sage,1
1147.0,2,skye,1
1147.0,3,astra,16
1147.0,3,viper,2
1150.0,1,jett,4
1150.0,2,sage,3
1150.0,2,killjoy,3
1150.0,2,viper,1
1151.0,1,breach,16
1151.0,1,phoenix,2
1151.0,1,sage,1
1151.0,2,skye,26
1151.0,2,breach,6
1151.0,3,skye,9
1151.0,3,breach,7
1151.0,3,sage,2
1153.0,1,sova,11
1153.0,1,phoenix,4
1153.0,1,viper,2
1153.0,1,reyna,1
1153.0,2,raze,18
1153.0,2,sova,9
1153.0,2,sage,5
1153.0,3,skye,7
1153.0,3,sova,5
1153.0,3,sage,4
1153.0,3,reyna,2
1154.0,1,killjoy,2
1154.0,1,sova,2
1154.0,1,omen,1
1155.0,1,raze,6
1155.0,1,jett,5
1155.0,1,cypher,1
1155.0,2,skye,5
1155.0,2,killjoy,2
1155.0,2,sova,2
1155.0,2,viper,1
1155.0,3,sova,1
1155.0,3,viper,1
1157.0,1,jett,11
1157.0,1,sage,2
1157.0,1,raze,1
1157.0,1,reyna,1
1157.0,2,jett,19
1157.0,2,raze,8
1157.0,3,jett,17
1157.0,3,viper,10
1157.0,3,raze,10
1157.0,3,astra,7
1157.0,3,omen,2
1159.0,1,sage,2
1159.0,1,sova,1
1160.0,1,sova,25
1160.0,1,reyna,8
1160.0,1,cypher,4
1160.0,1,raze,1
1160.0,2,reyna,4
1160.0,2,sage,3
1160.0,2,raze,1
1161.0,1,cypher,3
1162.0,1,jett,7
1162.0,1,brimstone,4
1162.0,1,sova,4
1162.0,1,raze,2
1162.0,1,omen,2
1162.0,2,sage,9
1162.0,2,skye,8
1162.0,2,phoenix,2
1162.0,2,reyna,1
1162.0,2,breach,1
1162.0,3,sage,15
1162.0,3,skye,14
1163.0,1,raze,11
1163.0,1,jett,1
1163.0,1,sage,1
1163.0,2,astra,14
1163.0,2,killjoy,5
1163.0,2,cypher,4
1163.0,2,viper,3
1163.0,2,sage,1
1163.0,3,astra,14
1163.0,3,viper,6
1163.0,3,sage,3
